date,A000020,A000040,A000050,A000060,A000070,A000080,A000100,A000120,A000140,A000150,A000180,A000210,A000220,A000230,A000240,A000250,A000270,A000300,A000320,A000370,A000390,A000400,A000430,A000440,A000480,A000490,A000500,A000520,A000540,A000590,A000640,A000650,A000660,A000670,A000680,A000700,A000720,A000760,A000810,A000850,A000860,A000880,A000890,A000910,A000950,A000970,A000990,A001000,A001020,A001040,A001060,A001070,A001080,A001120,A001130,A001140,A001200,A001210,A001230,A001250,A001260,A001270,A001290,A001340,A001360,A001380,A001390,A001420,A001430,A001440,A001450,A001460,A001470,A001500,A001510,A001520,A001530,A001540,A001550,A001560,A001570,A001620,A001630,A001680,A001720,A001740,A001750,A001770,A001780,A001790,A001800,A001810,A001820,A001840,A001880,A001940,A002020,A002030,A002070,A002100
2015-07-17,9110,7147,23750,16700,256000,24900.0,47337,186500,19000,79955,3976,84700,19500,35235,15900,11300.0,40300,1155,38400,6411,23750,2860,4805,6520,109000,12850,24150,9038,4485,82900,205000,99000,39950,1505000,4180,10600,41500,28050,286500,70000,58700,49417,2495,5370,62500,17450,17850,4160,16228,291376,29871,26100,23000,34400,235000,1707,4025,18046,6400,5368,48498,17950,1844,2905,11889,1665,24400,3865,37700,6000,29000,361000,26800,11650,1354,1885,77219,26100.0,15050,8930.0,1580,2235,109500,36100,56000,7550,9000,17176,8850.0,29700,52561,6310,5170,3720,27550,15540,66900,158500,4339,5390
2015-07-20,9240,7299,24400,16550,255000,24800.0,47422,187500,18350,82318,4010,85200,19900,36878,16150,11550.0,40850,1170,39000,6371,24000,3025,4840,6500,110500,12800,24500,9038,4495,83500,206500,98800,38650,1510000,4260,10450,39550,28350,282000,68800,62500,47958,2365,5340,63100,18200,17600,4190,16511,285718,31226,25700,23400,33850,239000,1616,4120,18542,6260,5546,63048,17550,1825,2945,12015,1690,25850,3710,37700,6000,29150,357500,25650,11650,1350,1885,77036,25950.0,14900,11600.0,1625,2261,116500,35250,56000,7560,8980,18422,9050.0,29200,53445,6700,5470,3760,25900,15600,66500,158500,4381,5400
2015-07-21,9190,7361,24700,16650,250000,24600.0,47590,178500,18600,81530,4060,86100,21350,36330,16800,11300.0,42100,1190,37850,6450,23550,3115,4915,6290,109500,12700,24550,9038,4505,83500,205500,96300,39050,1466000,4380,10150,40550,28000,281000,69000,60800,47763,2265,6150,63400,18300,17300,4060,16341,285247,30789,26200,23700,33600,250000,1641,4100,18492,6350,5503,55427,17600,1819,2970,11762,1755,24800,3715,37150,6000,29100,349000,26150,11700,1364,1895,76576,25650.0,14400,11700.0,1750,2375,113000,35650,55300,7710,8960,18199,9150.0,29550,53494,6620,5570,3785,25300,15600,68300,156000,4381,5460
2015-07-22,9060,7116,24550,16500,238000,23950.0,47253,174500,17750,81924,4060,85800,20450,34778,16600,11300.0,41750,1190,35150,6440,21800,3125,4890,6500,108500,12350,24300,8799,4440,82500,205000,95300,38200,1443000,4370,10150,40200,27600,270500,68600,59000,48006,2265,6290,64800,18500,17000,4000,18379,289490,30220,26400,24900,35000,249500,1575,4145,18641,6230,5475,47805,17500,1794,2990,11636,1730,25000,3440,38250,6000,29750,336000,26150,11350,1354,1905,76484,26000.0,15050,11700.0,1725,2311,111500,36000,54700,7530,8900,17532,9050.0,29450,54231,6600,5520,3815,26000,15580,67000,152000,4297,5470
2015-07-23,9000,7086,24450,16600,246500,23750.0,47253,177000,17850,81530,3956,82700,19650,35737,17150,11550.0,42300,1180,34850,6352,22150,3085,4885,6480,108000,12350,24050,8569,4360,81700,202500,94900,39000,1438000,4380,10000,37850,27200,275000,69200,56900,47082,2665,5880,63900,18550,17000,3900,18096,299863,30439,25800,26000,33850,247500,1575,4080,18988,6010,5347,49711,17400,1788,3030,11467,1740,25050,3455,36000,6000,29200,338000,26200,11300,1345,2220,75473,25050.0,14700,11700.0,1740,2324,109500,36050,53800,7200,8820,17576,8900.0,29200,53887,6420,5260,3810,25050,14600,67400,147500,4612,5500
2015-07-24,9220,7025,24100,16500,270000,23500.0,47506,173000,17500,80742,3927,72500,20800,35417,16750,12400.0,41800,1175,35550,6303,22150,3030,4880,6540,105000,12250,24000,8703,4355,80100,200500,95500,38550,1409000,4340,9930,33500,27000,273500,68500,57400,46742,2575,5390,63000,18000,17500,4080,19059,288547,30745,25300,26000,33250,248500,1550,3895,18740,5990,5212,49884,17450,1744,3030,11551,1745,24200,3640,34950,6000,29000,330500,25100,10900,1303,2245,74094,25700.0,14900,12350.0,1700,2311,110000,35100,53600,7020,8610,18155,8710.0,29000,52610,6010,5200,3710,26300,14140,72700,140000,4779,5500
2015-07-27,8790,6719,23500,16150,225500,22700.0,46581,173500,17450,80349,3784,71200,17900,33044,16550,12150.0,43650,1155,33500,5980,21000,3025,4805,6270,101500,12100,22450,8234,4275,79700,189500,92000,37250,1380000,4190,9770,34450,26750,274000,67700,54500,45526,2290,5290,61400,17850,16550,3870,19247,283361,29433,25500,25800,30300,240000,1542,3815,18195,5830,5148,47805,17600,1688,3020,10540,1715,23150,3625,33500,6000,28850,331000,23850,10650,1251,2170,73726,24100.0,14050,13850.0,1665,2278,102500,34900,52300,7070,8630,17799,8400.0,28900,53249,6200,4920,3590,25300,13640,68000,140500,4570,5400
2015-07-28,8610,6689,24700,16200,227000,23200.0,48515,171000,17000,79955,3868,72600,17500,31264,16700,11850.0,43050,1220,34700,6068,22200,3265,4740,6150,103000,11950,23550,7957,4295,79200,188500,91400,37100,1369000,4130,9900,35450,26500,274500,69700,57100,43045,2275,5300,62300,17650,16650,3720,19436,285718,31576,25100,23300,29500,242000,1529,3810,17848,5890,5119,45554,17350,1713,3000,10371,1690,23600,3535,32850,6000,29350,329500,24850,10750,1261,2150,73542,22000.0,13350,10300.0,1730,2278,100500,33850,52900,7010,8600,17265,7950.0,28900,53052,6000,4890,3535,25100,13540,66900,142000,4612,5330
2015-07-29,8320,6536,24700,15650,189000,22750.0,47842,169500,17050,80349,3745,72200,15800,30260,17550,11150.0,42750,1200,34700,5921,21750,3120,4795,6340,100500,12000,23050,7957,4300,79800,172000,90000,37000,1369000,4110,9650,34550,26050,273000,68100,54800,44164,2150,5100,60600,16950,16800,3690,18870,284775,27509,25700,23200,29650,236000,1550,3675,17848,5990,5119,45727,17300,1688,2970,9949,1685,22250,3330,32200,6000,28850,335000,24625,10500,1218,2130,74278,20600.0,13400,9910.0,1740,2248,92000,33500,52500,7160,8590,16864,7650.0,28200,53445,5940,5110,3480,24700,13260,63900,141500,4612,5420
2015-07-30,7970,6566,24450,16200,179000,22600.0,45656,170500,17000,79955,3578,72200,15600,28754,18050,10250.0,43850,1165,31900,6215,20550,3075,4800,6280,101000,11600,22600,7555,4270,79200,164500,90400,34500,1379000,4070,9430,34450,25600,283000,66000,51700,43823,2290,4805,57900,14650,15350,3390,17587,275817,25891,25200,23200,29150,238000,1521,3595,17650,6170,5013,43302,17400,1645,2880,9190,1615,21900,3220,33800,6000,30300,342000,24425,10450,1204,2090,72531,20000.0,13000,10500.0,1830,2413,85600,33500,52100,7390,8490,16330,7730.0,28050,53445,5510,4940,3370,25950,13240,59500,141500,4674,5330
2015-07-31,8160,6689,24050,16250,191500,22350.0,45320,171500,17100,80742,3642,74400,16550,29940,17500,10150.0,43900,1180,32700,6293,20450,3160,4800,6500,102500,11750,22750,7747,4370,78900,174000,87000,37100,1362000,4195,9440,34400,26000,280000,66400,52500,46207,2225,5000,60000,14750,17200,3500,18153,288076,26809,25900,23050,28800,234500,1554,3620,17898,6040,5084,43995,17350,1638,2770,9612,1665,21900,3140,33100,6000,31700,337000,31750,10600,1223,2230,72991,21200.0,13050,10350.0,1695,2332,98900,35550,53400,7270,8630,16197,8040.0,28000,56687,5510,5070,3450,25350,13800,61500,138000,4591,5380
2015-08-03,8070,6994,24950,16400,189500,22400.0,43049,177000,18350,79561,3671,70300,15700,28252,17750,9900.0,42350,1160,34600,6411,21000,3080,4750,6460,101000,12000,22500,7488,4260,78300,165500,88500,35950,1376000,4115,9500,33600,25450,263500,61100,51500,45526,2020,4900,59800,13700,17650,3360,17719,287133,26066,26100,22650,28200,250000,1537,3545,17451,5910,5062,47805,17300,1601,2710,9190,1630,21150,3100,33600,6000,29950,333000,29450,10400,1209,2285,71612,20600.0,12700,10100.0,1695,2311,87200,38550,52300,7310,8590,16241,8380.0,27700,54968,5030,4950,3385,24800,12700,60200,138000,4528,5360
2015-08-04,8290,7208,23750,16150,199000,22850.0,44058,175000,18450,82318,3770,69200,16250,29393,18250,10250.0,42750,1215,34600,6694,21150,3050,4810,6330,101500,11800,22950,7699,4295,78600,169000,87700,37250,1385000,4195,9920,34000,25600,269000,59500,53300,44845,2170,5010,59700,14000,18200,3480,18549,291847,26853,28300,23550,28100,250000,1537,3600,17898,5860,5084,46939,17250,1638,2730,9654,1670,22100,3155,35100,6000,31100,333000,30500,10550,1228,2410,71152,21300.0,12800,9420.0,1700,2375,89300,38000,53200,7310,8590,16731,8710.0,27300,56147,5150,4750,3445,25000,13680,61900,136500,4695,5350
2015-08-05,8540,7147,23900,16250,206500,22900.0,45151,175000,18100,80349,3834,69700,16850,29119,18200,10550.0,43150,1210,38400,6929,23250,3065,4845,6500,102500,11850,23100,7689,4315,79400,177000,90700,37300,1410000,4280,9950,34750,26000,268500,59300,55100,45185,2175,5190,58600,15200,18550,3520,18606,290904,27771,26800,24800,29150,264500,1567,3630,18344,5760,5198,45381,17400,1638,2810,10118,1680,22350,3235,34550,6000,31000,333500,27050,10650,1265,2500,71612,21450.0,13050,9170.0,1680,2396,94800,39800,53500,7790,8600,16864,8700.0,27400,56589,5450,4690,3560,27400,13420,72500,140000,5031,5340
2015-08-06,8530,7086,24400,16150,224000,23050.0,44983,176000,18000,79955,3784,68800,17000,29073,17950,10650.0,42450,1200,40450,6871,23200,2960,4825,6580,105500,11700,23300,7785,4310,79500,178000,91100,36100,1371000,4410,9800,35000,26400,260500,61500,54100,45428,2285,5150,57500,15000,18650,3500,18681,305520,27771,27300,24350,29750,269000,1537,3795,18840,5860,5212,44341,17450,1682,2940,10076,1660,23600,3325,34200,6000,30650,351500,26900,10800,1317,2710,71612,21900.0,13150,9160.0,1700,2404,94600,40300,53700,7950,8690,17487,8780.0,27750,53200,5360,4630,3480,28150,13100,80800,139500,5031,5380
2015-08-07,8530,6994,24100,16250,222500,22950.0,44899,177000,17950,76489,3706,66300,16700,28297,18050,10650.0,41900,1165,37450,6978,18550,2985,4825,6530,104000,11750,23200,7756,4390,79000,181000,91200,36200,1384000,4635,9730,34100,25700,253500,63000,53200,42607,2370,5180,57200,15050,18750,3430,18436,305049,32757,26600,24250,28950,267500,1508,3760,18641,5820,5205,45900,17300,1688,2860,10118,1620,23700,3330,34150,6000,30300,359500,26100,10700,1289,2700,71244,21000.0,12900,9520.0,1720,2417,92000,38800,53100,7600,8720,17398,8820.0,27900,55557,5410,4705,3465,29000,12760,87600,141000,5031,5410
2015-08-10,8320,7116,23950,16300,226500,22400.0,44647,172000,17000,73968,3519,63000,19150,27019,18000,10500.0,41950,1145,35550,7017,17250,2930,4800,6560,101500,11350,23050,8072,4380,75700,181500,90100,36300,1334000,4680,9730,33100,25100,258500,60500,50000,41343,2305,4935,56300,14650,18500,3450,18172,302692,32495,27300,23650,27700,269000,1430,3645,18641,5740,5105,46766,17000,1701,2835,9781,1630,23150,3345,32400,6000,30550,353000,18300,10500,1275,2690,70325,21050.0,12500,9350.0,1770,2413,88300,41750,52600,7410,8580,18511,8660.0,28150,55263,5300,4625,3360,29000,12360,86700,137500,4947,5410
2015-08-11,8380,7055,23950,16200,223500,22550.0,43217,171500,16900,72550,3411,63900,16300,26882,17500,10000.0,41950,1130,34450,6871,16700,3000,4810,6310,102000,11400,22550,8110,4290,75900,181500,89200,36100,1358000,4485,9830,33000,24850,259000,62800,49500,40954,2105,4850,55100,13900,18550,3490,17172,293733,29739,26600,23600,27500,267000,1426,3530,18443,5850,5155,45034,16950,1638,2840,9233,1660,22300,3200,33950,6000,29850,355500,13750,10300,1237,2740,69773,21300.0,12400,9020.0,1725,2383,86900,39400,52400,7270,8530,18288,8080.0,28000,51087,4900,4700,3310,28450,12320,84500,134000,4674,5380
2015-08-12,7920,6719,23750,16150,209500,23100.0,41284,174000,16400,73810,3509,63600,17000,25376,17500,9840.0,44200,1110,31700,6831,15600,2920,4840,5800,101500,10800,22100,7928,4320,74700,172000,86500,35800,1351000,4405,9390,33150,24150,264500,64300,47300,39300,1950,4665,54300,12750,18500,3300,17398,294205,28602,25100,22050,26600,251500,1388,3420,17947,5750,5084,41223,16800,1651,2730,8474,1640,21600,3050,33000,6000,29800,365000,14175,10200,1195,2710,67935,20200.0,12200,8600.0,1650,2345,83400,37500,52100,7090,8450,16686,7840.0,27100,48238,4920,4600,3145,26450,11900,80300,130500,4653,5370
2015-08-13,8100,6689,23850,16200,218000,22900.0,41284,173000,16950,75937,3509,66000,17050,26061,17400,10050.0,44050,1115,32900,6998,15800,2920,4835,5830,105500,11000,22150,7928,4315,76400,171500,87600,36900,1373000,4470,10200,34350,24550,265000,65500,48550,41343,2020,4725,54400,13200,19000,3330,17474,291376,28865,25400,22600,26700,249000,1409,3500,18245,5910,5070,43995,17000,1632,2880,8769,1610,22300,3210,34600,6000,28850,362500,12950,10400,1218,2725,68210,21300.0,12850,8500.0,1735,2446,87400,39100,53500,7190,8530,18466,8050.0,26950,48582,5050,4845,3140,26000,12400,90700,131500,4695,5340
2015-08-17,7960,6628,23600,15850,217000,23200.0,40695,170000,16400,73574,3430,66500,16000,25331,17450,10000.0,43750,1120,32700,6968,15500,2920,4820,5970,97700,11000,21650,7794,4160,75200,170500,84500,35650,1359000,4325,10200,33600,25350,262000,65300,48050,42559,1880,4800,54900,13100,18250,3200,17115,296562,29958,24400,21550,26550,231000,1363,3435,18245,5960,4878,48498,17200,1576,2860,8474,1600,22500,3055,33150,6000,28850,371500,12250,10450,1218,2790,67199,20800.0,12250,8280.0,1755,2265,84300,33750,54200,7040,8560,18466,7100.0,26900,50449,4725,4925,3090,26850,12400,87100,131500,4695,5280
2015-08-18,7710,6536,23900,15700,200000,23150.0,41452,169500,16000,72077,3185,65400,14900,25833,17900,9740.0,45050,1110,27700,7057,14200,2840,4835,5910,96200,10950,20600,7460,4050,80900,162000,77000,35050,1323000,4210,9920,33600,23900,261000,64300,44850,41051,1865,4560,54700,11900,17550,2960,17115,268745,28646,24600,20700,27050,225000,1355,3235,18195,6110,4927,46073,16950,1514,2645,8769,1565,20550,2945,34100,6000,28950,369000,12250,10350,1176,2895,64533,21850.0,11800,8020.0,1820,2130,80600,32600,53200,6950,8460,18422,6420.0,26200,45045,3850,4650,2985,24300,12680,88500,125500,4612,5350
2015-08-19,7150,6444,23400,16100,199000,22700.0,41031,168500,15500,77355,2846,65100,14000,23642,17100,9240.0,46700,1040,27350,6939,13700,2745,4805,5740,94900,10200,20400,6981,3950,82800,155500,74100,33000,1309000,4120,9540,33050,21900,269000,63100,44950,41975,1885,4310,53000,11300,17100,2780,16738,255543,26984,20100,19750,27050,220000,1285,3015,18145,5890,4728,42090,16800,1433,2570,8727,1475,19500,2785,34300,6000,29050,360000,12250,10300,1092,2710,63706,21000.0,11400,7620.0,1755,2092,77000,31600,53000,6630,8240,18377,6030.0,26100,43670,3855,4390,2910,24350,12220,83800,120000,4528,5300
2015-08-20,7050,6230,22750,16050,201000,22600.0,41031,176500,15000,77670,2752,63800,13800,23094,16100,9030.0,46500,1035,26300,6831,13500,2740,4790,5750,92500,8800,20250,6637,3995,81300,154500,74100,33050,1283000,4060,9520,32000,21700,268000,63900,43650,42218,1770,4050,52400,11100,16200,2770,16738,256958,26241,14100,19800,25250,216000,1251,2955,17600,5650,4579,42609,16700,1582,2505,8853,1465,19400,2705,33000,6000,28700,354500,12250,10100,1087,2700,61592,20200.0,11300,7750.0,1780,1974,76500,30600,53400,6600,8230,18066,5970.0,26450,44652,3940,4490,2915,22500,12520,86200,111500,4570,5310
2015-08-21,6700,5986,22900,15600,196500,21650.0,40106,171500,14400,76410,2565,63500,12800,22318,15600,8450.0,46000,998,25000,6753,13650,2580,4655,5610,89200,9500,19800,6255,3805,80000,150000,70200,32000,1317000,4070,9200,30850,20000,269000,64200,45100,40467,1650,3790,49600,10000,15150,2560,15454,256958,24054,10980,18450,24200,212000,1160,2760,16757,5430,4394,34642,16400,1464,2480,8314,1200,18100,2545,31950,6000,28500,337500,12250,10150,993,2490,61316,18550.0,10550,6850.0,1600,1856,74600,29150,53000,6340,7860,16642,5940.0,25900,43866,3820,4490,2545,21500,12440,88000,110000,4192,5050
2015-08-24,6590,6108,23000,14700,180000,21750.0,38845,164500,13750,75150,2570,61000,13100,22592,15600,8450.0,45350,1065,24000,6714,14000,2540,4630,5340,91200,9700,19100,6207,3650,80500,147500,67500,31050,1290000,3990,8930,30450,19800,267000,62000,45100,39932,1665,3750,49850,9930,14050,2520,15209,249885,24360,13600,17850,24200,198500,1144,2665,15865,5470,4088,34988,15850,1458,2530,7959,1215,17900,2445,30850,6000,27800,334000,12250,9780,989,2515,58834,16600.0,11250,6630.0,1395,1864,72000,28900,51500,6330,7860,15974,6020.0,26600,42098,3725,4235,3130,20550,12360,80000,107500,4188,5050
2015-08-25,6990,6322,21250,14900,185000,21400.0,39434,167000,14100,73889,2762,62300,13950,22729,15500,8790.0,47550,1050,25200,6734,14400,2590,4700,5470,90100,9680,19500,6484,3985,82500,159000,71300,33500,1262000,3970,9000,31900,21200,256500,64000,45450,39446,1725,3870,52500,12900,15200,2660,16077,253186,26241,17680,18100,24300,198500,1239,2870,16063,5480,4309,38799,16200,1620,2500,8432,1275,18500,2585,30950,6000,27000,327500,12250,10050,1064,2595,61316,18400.0,11450,7530.0,1470,1961,83900,29450,52000,6400,8040,16197,6400.0,25800,43473,3945,4270,3110,21250,12480,80800,110000,4360,5100
2015-08-26,7100,6322,20800,15550,189000,22150.0,40947,170500,14450,75780,2900,65700,14400,23687,16150,9160.0,48800,1075,25850,6802,14600,2700,4750,5720,90600,9700,19750,6666,3905,82500,160000,75700,33450,1322000,3955,9140,32300,22200,261500,64200,45850,41294,1725,3900,54500,13550,15950,3450,16171,270631,27553,18700,19550,25550,207000,1251,2960,16212,5780,4444,39318,16500,1620,2595,8727,1340,18800,2795,31450,6000,28150,339500,12250,10300,1129,2650,61775,20150.0,12050,7490.0,1575,2008,86000,31000,52500,6630,8230,16419,6650.0,25550,42491,4035,4500,3605,22150,12600,86500,108000,4402,5220
2015-08-27,7190,6353,21100,15750,183500,22050.0,41956,167000,14700,74992,2998,64600,14350,23094,16450,9170.0,48550,1075,26350,6773,15300,2665,4770,5800,91100,9770,20000,6838,3925,81000,161000,81200,35500,1285000,4000,9330,32250,21800,266500,64200,49700,40856,1675,4070,54200,13350,15750,3370,16473,267330,27290,24300,19350,25800,210000,1272,2910,16708,5760,4444,40011,16700,1601,2690,9064,1360,18700,2780,31950,6000,28600,330000,12250,10150,1106,2720,62051,20200.0,11750,7540.0,1580,2029,86000,31200,53200,6510,8220,17131,6580.0,25750,43375,4115,4625,3540,21450,12520,84500,111000,4549,5200
2015-08-28,7240,6383,20850,16050,180500,22100.0,42965,172500,14900,78379,3037,68000,14600,23505,16900,9250.0,47600,1085,27350,6998,15100,2755,4790,5820,95200,9900,21300,6714,4035,81300,162000,82000,36900,1300000,4025,9510,32850,22150,266500,65400,49800,42753,1715,4220,55200,13900,15850,3310,16568,275346,28384,26400,20150,26350,214000,1280,2960,16807,5900,4444,42090,16400,1614,2635,9739,1400,19100,2855,32100,6000,28550,334500,12250,10500,1139,2685,64533,21800.0,12050,7640.0,1590,2054,86800,31400,53100,6600,8250,17309,6650.0,25650,45536,4175,4895,3575,21700,12360,85000,115000,4591,5200
2015-08-31,7100,6383,20950,15450,179000,22100.0,41788,178000,14550,81136,3018,67300,14350,23551,17200,9160.0,48700,1090,27300,6978,14600,2720,4700,5880,93000,9970,20700,6666,4070,84400,164000,80200,35800,1297000,4055,9310,33200,21950,269500,65600,49500,41002,1750,4150,57900,13500,15550,3480,16568,271102,29040,27000,20150,26300,211500,1276,2955,16906,5950,4479,41916,16950,1589,2640,9654,1390,19000,2820,31900,6000,28000,328500,12250,10400,1125,2670,63430,21350.0,12700,7820.0,1570,2054,84400,31500,53700,6570,8280,17087,6490.0,25700,45831,4275,5500,3640,22000,11900,83900,124000,4632,5330
2015-09-01,7000,6261,19850,15600,162500,21900.0,40947,179500,14450,80742,2929,66000,14000,22546,17750,8980.0,48050,1070,28900,6822,15000,2715,4735,5840,93500,9620,20800,6503,3980,86200,158000,80400,34400,1300000,3995,9050,33200,21850,264000,65200,48950,40078,1760,4040,56500,13600,15850,3480,17266,260730,27902,25100,20500,26200,213000,1285,2830,16757,5950,4479,40357,16650,1576,2575,9359,1410,18450,2725,32050,6000,27900,324000,12250,10100,1092,2700,63062,21250.0,12550,7740.0,1560,2046,82000,30050,53500,6500,8230,16330,6060.0,25750,43719,4355,5610,3525,22000,12040,76000,122000,4737,5370
2015-09-02,7170,6200,20300,15350,163000,21750.0,42629,176000,14450,79561,2850,64900,14250,22546,18100,8810.0,49600,1060,28050,6724,14250,2710,4675,5800,94700,9600,20900,6494,3870,86400,152000,80400,34350,1304000,3990,8950,32600,21800,268000,64100,47150,39300,1725,3945,56700,14100,15650,3350,17417,267802,27815,23400,20400,25850,210000,1247,2840,16361,6150,4472,44514,17000,1557,2580,9739,1390,18250,2770,31050,6000,27250,322000,12250,10000,1106,2820,63062,21300.0,12500,7800.0,1575,2071,81500,30600,52500,6470,8200,16686,6300.0,25200,44898,4395,6180,3390,21500,11800,77700,120000,4737,5310
2015-09-03,7010,6200,20500,15250,160500,21650.0,40947,177000,14600,78773,2713,66700,15000,22546,18050,8720.0,49400,1060,29400,6694,14250,2670,4670,5830,95000,9600,20950,6695,3890,86400,155500,78500,35400,1311000,3965,9000,32350,21550,260500,63200,47250,39446,1725,3995,56800,13500,15150,3320,17266,256958,28821,24000,20150,25900,205000,1251,2780,16608,6230,4479,45207,17300,1557,2555,9654,1425,18250,2725,30450,6000,27100,322000,12250,9950,1096,2830,63062,21850.0,12300,7760.0,1570,2088,82200,30350,52600,6630,8190,16464,6300.0,25600,43915,4300,6520,3420,21000,12260,77000,118000,4821,5320
